NOMBRE,ALCALDIA,SISTEMA,LINEA,AÑO,lng,lat
Viaducto,Iztacalco,STC Metro,02,1970,-99.13689959248839,19.400868658018997
Xola,Benito Juárez,STC Metro,02,1970,-99.13780817932107,19.395210509950374
Villa de Cortés,Benito Juárez,STC Metro,02,1970,-99.13895916622117,19.38758177582601
Nativitas,Benito Juárez,STC Metro,02,1970,-99.14018788970765,19.37953276091363
Portales,Benito Juárez,STC Metro,02,1970,-99.14157355491439,19.36992483866799
Ermita,Benito Juárez,STC Metro,02,1970,-99.14290376152475,19.361979299764318
General Anaya,Coyoacán,STC Metro,02,1970,-99.14500636295455,19.353235914861184
Tasqueña,Coyoacán,STC Metro,02,1970,-99.13953277638426,19.343757098277724
Indios Verdes,Gustavo A. Madero,STC Metro,03,1979,-99.11950993825916,19.495337618645664
Deportivo 18 de Marzo,Gustavo A. Madero,STC Metro,03,1979,-99.12549791712465,19.485114151342465
Potrero,Gustavo A. Madero,STC Metro,03,1979,-99.13201368299404,19.47719201148074
La Raza,Gustavo A. Madero,STC Metro,03,1978,-99.13950623022468,19.468880133789003
Tlatelolco,Cuauhtémoc,STC Metro,03,1970,-99.1431330841341,19.45505814280372
Guerrero,Cuauhtémoc,STC Metro,03,1970,-99.14519334406981,19.44472633482843
Hidalgo,Cuauhtémoc,STC Metro,03,1970,-99.14678272133695,19.43738239226258
Juárez,Cuauhtémoc,STC Metro,03,1970,-99.14768330576317,19.43325034645042
Balderas,Cuauhtémoc,STC Metro,03,1970,-99.14906048003867,19.42648009336695
Niños Héroes/Poder Judicial CDMX,Cuauhtémoc,STC Metro,03,1970,-99.15036426521944,19.419484310191944
Hospital General,Cuauhtémoc,STC Metro,03,1970,-99.15324536177903,19.413758753579426
Centro Médico,Cuauhtémoc,STC Metro,03,1980,-99.15513468952369,19.40745314744384
Etiopía/Plaza de la Transparencia,Benito Juárez,STC Metro,03,1980,-99.15603141534933,19.395920531617364
Eugenia,Benito Juárez,STC Metro,03,1980,-99.15720459756614,19.386168518115365
División del Norte,Benito Juárez,STC Metro,03,1980,-99.1594791658047,19.379184435402276
Zapata,Benito Juárez,STC Metro,03,1980,-99.16451029765572,19.371191786554387
Coyoacán,Benito Juárez,STC Metro,03,1983,-99.17086152734286,19.361359077350073
Viveros/Derechos Humanos,Álvaro Obregón,STC Metro,03,1983,-99.17600108606379,19.353459024524685
Miguel Ángel de Quevedo,Coyoacán,STC Metro,03,1983,-99.18075665564406,19.346251833085887
Copilco,Coyoacán,STC Metro,03,1983,-99.17697359521604,19.33609927480332
Universidad,Coyoacán,STC Metro,03,1983,-99.17393845558945,19.324353482894324
Santa Anita,Iztacalco,STC Metro,04,1982,-99.12169560425865,19.402891572700973
Jamaica,Venustiano Carranza,STC Metro,04,1982,-99.12174358812516,19.41091506041839
Fray Servando,Venustiano Carranza,STC Metro,04,1982,-99.12053345294457,19.421590266885172
Candelaria,Venustiano Carranza,STC Metro,04,1981,-99.11942628579929,19.428764223711585
Morelos,Venustiano Carranza,STC Metro,04,1981,-99.11815212250657,19.439664164892267
Canal del Norte,Venustiano Carranza,STC Metro,04,1981,-99.11613305076399,19.448945007975038
Consulado,Gustavo A. Madero,STC Metro,04,1981,-99.11390384847114,19.45801819921654
Bondojito,Gustavo A. Madero,STC Metro,04,1981,-99.11197677850316,19.46463120134616
Talismán,Gustavo A. Madero,STC Metro,04,1981,-99.10801223861532,19.4743583148983
Martín Carrera,Gustavo A. Madero,STC Metro,04,1981,-99.10436947745445,19.4850441446716
Politécnico,Gustavo A. Madero,STC Metro,05,1982,-99.14920599260093,19.50067869865116
Instituto del Petróleo,Gustavo A. Madero,STC Metro,05,1982,-99.14470974913316,19.489339309334294
Autobuses del Norte,Gustavo A. Madero,STC Metro,05,1982,-99.14065073858234,19.479070895908745
La Raza,Gustavo A. Madero,STC Metro,05,1982,-99.13651565050566,19.469666470585786
Misterios,Gustavo A. Madero,STC Metro,05,1982,-99.1302395703195,19.463112195663303
Valle Gómez,Gustavo A. Madero,STC Metro,05,1982,-99.11949099066608,19.458872139807024
Consulado,Venustiano Carranza,STC Metro,05,1981,-99.11353623147821,19.455135874992198
Eduardo Molina,Gustavo A. Madero,STC Metro,05,1981,-99.10529969848143,19.45139751377978
Aragón,Gustavo A. Madero,STC Metro,05,1981,-99.09620515376837,19.451257588432135
Oceanía,Venustiano Carranza,STC Metro,05,1981,-99.08687292405605,19.44502048612666
Terminal Aérea,Venustiano Carranza,STC Metro,05,1981,-99.08807623735903,19.434265101782927
Hangares,Venustiano Carranza,STC Metro,05,1981,-99.08813377459762,19.42434990786488
Pantitlán,Venustiano Carranza,STC Metro,05,1981,-99.07432880808665,19.41510477347348
El Rosario,Azcapotzalco,STC Metro,06,1983,-99.19976981622266,19.504630143602103
Tezozómoc,Azcapotzalco,STC Metro,06,1983,-99.19602298699967,19.494895164082454
UAM Azcapotzalco,Azcapotzalco,STC Metro,06,1983,-99.18626730878705,19.49090814292121
Ferrería/Arena Ciudad de México,Azcapotzalco,STC Metro,06,1983,-99.17415168259645,19.490673429052162
Norte 45,Azcapotzalco,STC Metro,06,1983,-99.16299035407454,19.488671413505823
Vallejo,Azcapotzalco,STC Metro,06,1983,-99.15600430946392,19.48984778693472
Instituto del Petróleo,Gustavo A. Madero,STC Metro,06,1983,-99.14812599880902,19.491044231378503
Lindavista,Gustavo A. Madero,STC Metro,06,1986,-99.135071417918,19.488112987791897
Deportivo 18 de Marzo,Gustavo A. Madero,STC Metro,06,1986,-99.12530365865987,19.483482017273065
La Villa/Basílica,Gustavo A. Madero,STC Metro,06,1986,-99.11836926186176,19.481735808267246
Martín Carrera,Gustavo A. Madero,STC Metro,06,1986,-99.10747531268115,19.482938821534876
El Rosario,Azcapotzalco,STC Metro,07,1988,-99.20011586528997,19.50473787443692
Aquiles Serdán,Azcapotzalco,STC Metro,07,1988,-99.19535232730325,19.49064014278564
Camarones,Azcapotzalco,STC Metro,07,1988,-99.19003757146507,19.479111542683896
Refinería,Azcapotzalco,STC Metro,07,1988,-99.1905055272923,19.46947289434234
Tacuba,Miguel Hidalgo,STC Metro,07,1984,-99.18716900417594,19.45823475875799
San Joaquín,Miguel Hidalgo,STC Metro,07,1984,-99.19176696408843,19.44500753968244
Polanco,Miguel Hidalgo,STC Metro,07,1984,-99.1909251080933,19.433553135623136
Auditorio,Miguel Hidalgo,STC Metro,07,1984,-99.1920289044083,19.42576382554425
Constituyentes,Miguel Hidalgo,STC Metro,07,1985,-99.19135185542875,19.411770866194253
Tacubaya,Miguel Hidalgo,STC Metro,07,1985,-99.18675445901168,19.40219021827544
San Pedro de Los Pinos,Benito Juárez,STC Metro,07,1985,-99.1858059348452,19.39149177284933
San Antonio,Benito Juárez,STC Metro,07,1985,-99.18661355277949,19.38433767025257
Mixcoac,Benito Juárez,STC Metro,07,1985,-99.18758241553665,19.37625650166226
Barranca del Muerto,Álvaro Obregón,STC Metro,07,1985,-99.18926370689458,19.361501563286584
Garibaldi/Lagunilla,Cuauhtémoc,STC Metro,08,1994,-99.13900441274583,19.444001288500854
Bellas Artes,Cuauhtémoc,STC Metro,08,1994,-99.14042072784983,19.43701291221674
San Juan de Letrán,Cuauhtémoc,STC Metro,08,1994,-99.14125061054364,19.431580449036026
Salto del Agua,Cuauhtémoc,STC Metro,08,1994,-99.14185174647427,19.427718297697947
Doctores,Cuauhtémoc,STC Metro,08,1994,-99.14318940867469,19.421545611577116
Obrera,Cuauhtémoc,STC Metro,08,1994,-99.14403796372382,19.413240376209362
Chabacano,Cuauhtémoc,STC Metro,08,1994,-99.13375133526755,19.410207491075585
La Viga,Cuauhtémoc,STC Metro,08,1994,-99.1262690624544,19.406709434404345
Santa Anita,Iztacalco,STC Metro,08,1994,-99.12065723966121,19.404123434315892
Coyuya,Iztacalco,STC Metro,08,1994,-99.11348043121852,19.398302895714913
Iztacalco,Iztacalco,STC Metro,08,1994,-99.11211173088554,19.38828875746519
Apatlaco,Iztapalapa,STC Metro,08,1994,-99.10949014642031,19.3790998138262
Aculco,Iztapalapa,STC Metro,08,1994,-99.1077035934306,19.37321141061217
Escuadrón 201,Iztapalapa,STC Metro,08,1994,-99.10948498429173,19.3648364116397
Atlalilco,Iztapalapa,STC Metro,08,1994,-99.10130942995006,19.35608448367419
Iztapalapa,Iztapalapa,STC Metro,08,1994,-99.09344907670477,19.3578249372119
Cerro de la Estrella,Iztapalapa,STC Metro,08,1994,-99.08561607648716,19.356047872500543
UAM-I,Iztapalapa,STC Metro,08,1994,-99.07481741890497,19.351056166857287
Constitución de 1917,Iztapalapa,STC Metro,08,1994,-99.06379884994618,19.345968405928243
Pantitlán,Venustiano Carranza,STC Metro,09,1987,-99.07220534490074,19.415351168915805
Puebla,Venustiano Carranza,STC Metro,09,1987,-99.08238587967575,19.40719214298364
Ciudad Deportiva,Venustiano Carranza,STC Metro,09,1987,-99.0912519463776,19.408433982240478
Velódromo,Venustiano Carranza,STC Metro,09,1987,-99.10315771222376,19.408539286354042
Mixhiuca,Venustiano Carranza,STC Metro,09,1987,-99.11296847676732,19.4083714401572
Jamaica,Venustiano Carranza,STC Metro,09,1987,-99.12234976018911,19.40910312787644
Chabacano,Cuauhtémoc,STC Metro,09,1987,-99.13397299201031,19.40851453448194
Lázaro Cárdenas,Cuauhtémoc,STC Metro,09,1987,-99.14462826288435,19.407218273838726
Centro Médico,Cuauhtémoc,STC Metro,09,1987,-99.15602793921477,19.406561353277546
Chilpancingo,Cuauhtémoc,STC Metro,09,1988,-99.16851936424604,19.405929858827395
Patriotismo,Cuauhtémoc,STC Metro,09,1988,-99.1789225975409,19.40610899290181
Tacubaya,Miguel Hidalgo,STC Metro,09,1988,-99.18776109100934,19.401460579904057
Tláhuac,Tláhuac,STC Metro,12,2012,-99.0141983243777,19.286022277290176
Tlaltenco,Tláhuac,STC Metro,12,2012,-99.02403074663107,19.294353379107935
Zapotitlán,Tláhuac,STC Metro,12,2012,-99.03430689003962,19.296655586515058
Nopalera,Tláhuac,STC Metro,12,2012,-99.04599286885365,19.299957304889258
Olivos,Tláhuac,STC Metro,12,2012,-99.05951149501792,19.304321996002184
Tezonco,Iztapalapa,STC Metro,12,2012,-99.06527026370269,19.306308825509696
Periferico Oriente,Iztapalapa,STC Metro,12,2012,-99.07450575078416,19.317611568465104
Calle 11,Iztapalapa,STC Metro,12,2012,-99.08587286436709,19.320471151871725
Lomas Estrella,Iztapalapa,STC Metro,12,2012,-99.09575048151491,19.322148856344057
San Andres Tomatlán,Iztapalapa,STC Metro,12,2012,-99.1045158609058,19.32814547952075
Culhuacán,Iztapalapa,STC Metro,12,2012,-99.10895874517293,19.336845611079582
Atlalilco,Iztapalapa,STC Metro,12,2012,-99.10624316535984,19.352754172814933
Mexicaltzingo,Coyoacán,STC Metro,12,2012,-99.1231432322264,19.35776253608585
Ermita,Benito Juárez,STC Metro,12,2012,-99.14163136305437,19.359823503023833
Eje Central,Benito Juárez,STC Metro,12,2012,-99.15142336147862,19.361341237938568
Parque de los Venados,Benito Juárez,STC Metro,12,2012,-99.15871771897177,19.37065883497745
Zapata,Benito Juárez,STC Metro,12,2012,-99.165599315594,19.37084530155701
Hospital 20 de Noviembre,Benito Juárez,STC Metro,12,2012,-99.17088446276829,19.37201337695184
Insurgentes Sur,Benito Juárez,STC Metro,12,2012,-99.17825012925253,19.373553470227108
Mixcoac,Benito Juárez,STC Metro,12,2012,-99.18673050109385,19.37569882343627
Pantitlán,Iztacalco,STC Metro,A,1991,-99.07192293715731,19.415297524541934
Agrícola Oriental,Iztacalco,STC Metro,A,1991,-99.06956646430945,19.404618895931353
Canal de San Juan,Iztacalco,STC Metro,A,1991,-99.05942280066026,19.39876293119974
Tepalcates,Iztapalapa,STC Metro,A,1991,-99.04632939735716,19.391276494960067
Guelatao,Iztapalapa,STC Metro,A,1991,-99.03565960069986,19.385153887463556
Peñón Viejo,Iztapalapa,STC Metro,A,1991,-99.01705483641234,19.373305051789014
Acatitla,Iztapalapa,STC Metro,A,1991,-99.00567271685955,19.364717390396216
Santa Marta,Iztapalapa,STC Metro,A,1991,-98.99517832323626,19.36030504737167
Los Reyes,EDOMX,STC Metro,A,1991,-98.97686678250444,19.35903746198999
La Paz,EDOMX,STC Metro,A,1991,-98.96093725042675,19.350561572133337
Buenavista,Cuauhtémoc,STC Metro,B,1999,-99.15235137742634,19.446185903359645
Guerrero,Cuauhtémoc,STC Metro,B,1999,-99.14613872738674,19.44514483254338
Garibaldi/Lagunilla,Cuauhtémoc,STC Metro,B,1999,-99.13786566485716,19.44388963210198
Lagunilla,Cuauhtémoc,STC Metro,B,1999,-99.13023042923575,19.443220041827658
Tepito,Cuauhtémoc,STC Metro,B,1999,-99.12406744029855,19.442789391295424
Morelos,Venustiano Carranza,STC Metro,B,1999,-99.11956876702453,19.439166627281327
San Lázaro,Venustiano Carranza,STC Metro,B,1999,-99.11296097266766,19.432370934586487
Ricardo Flores Magón,Venustiano Carranza,STC Metro,B,1999,-99.10370874117547,19.43656537337327
Romero Rubio,Venustiano Carranza,STC Metro,B,1999,-99.09420167473102,19.440835354165493
Oceanía,Venustiano Carranza,STC Metro,B,1999,-99.08721732565787,19.445694826958526
Deportivo Oceanía,Gustavo A. Madero,STC Metro,B,1999,-99.07933423067036,19.451011097259663
Bosque de Aragón,Gustavo A. Madero,STC Metro,B,1999,-99.0692886960206,19.458094772963857
Villa de Aragón,Gustavo A. Madero,STC Metro,B,1999,-99.06138196686965,19.461670791944844
Nezahualcóyotl,EDOMX,STC Metro,B,2000,-99.05461333650334,19.472885633631996
Impulsora,EDOMX,STC Metro,B,2000,-99.0489571600943,19.485753223001417
Río de los Remedios,EDOMX,STC Metro,B,2000,-99.04678664175502,19.490688675585073
Múzquiz,EDOMX,STC Metro,B,2000,-99.0420671972603,19.501490328356404
Ecatepec,EDOMX,STC Metro,B,2000,-99.0360693374375,19.515125082713773
Olímpica,EDOMX,STC Metro,B,2000,-99.03334249438895,19.521344934228452
Plaza Aragón,EDOMX,STC Metro,B,2000,-99.03018454966082,19.528475893853724
Ciudad Azteca,EDOMX,STC Metro,B,2000,-99.0275097173377,19.53451306511141
