NOMBRE,ALCALDIA,SISTEMA,LINEA,lng,lat
Central del Norte,Gustavo A. Madero,STE Trolebús,01,485267.34594351857,2.153881996701361e6
CCH Vallejo,Gustavo A. Madero,STE Trolebús,01,485080.80904211017,2.15438002518362e6
Instituto del Petróleo N,Gustavo A. Madero,STE Trolebús,01,484890.66416371305,2.154900032643422e6
Montevideo,Gustavo A. Madero,STE Trolebús,01,484710.935941712,2.155379855527951e6
U.H. Lindavista-Vallejo,Gustavo A. Madero,STE Trolebús,01,484650.91273538524,2.155292782218303e6
Instituto del Petróleo S,Gustavo A. Madero,STE Trolebús,01,484799.6529471396,2.1548986161915706e6
Poniente 128,Gustavo A. Madero,STE Trolebús,01,484863.1494547744,2.1547254230208253e6
Tesoreria,Gustavo A. Madero,STE Trolebús,01,484929.2088850882,2.15454633504555e6
Poniente 118,Gustavo A. Madero,STE Trolebús,01,485133.0838162303,2.1540034645193387e6
Poniente 112,Gustavo A. Madero,STE Trolebús,01,485266.28830954776,2.153647805166905e6
Poniente 106,Gustavo A. Madero,STE Trolebús,01,485441.1032285171,2.1531841049721143e6
La Raza,Gustavo A. Madero,STE Trolebús,01,485649.9050775723,2.1527983712265687e6
Río Consulado,Gustavo A. Madero,STE Trolebús,01,485560.4674131148,2.15235150122948e6
Felipe Villanueva,Cuauhtémoc,STE Trolebús,01,485556.84642805456,2.1521544973118e6
Chopin,Cuauhtémoc,STE Trolebús,01,485544.348623325,2.1518614767424376e6
Granados,Cuauhtémoc,STE Trolebús,01,485525.59198047867,2.15146262901091e6
Manuel González,Cuauhtémoc,STE Trolebús,01,485479.57356844144,2.1512008471246175e6
Flores Magón,Cuauhtémoc,STE Trolebús,01,485466.23528557486,2.1506472461885423e6
Luna,Cuauhtémoc,STE Trolebús,01,485431.7993455356,2.150403712493794e6
República de Perú,Cuauhtémoc,STE Trolebús,01,485297.2105505651,2.1495125096052634e6
Bellas Artes,Cuauhtémoc,STE Trolebús,01,485251.4436062893,2.14920167062973e6
Independencia,Cuauhtémoc,STE Trolebús,01,485182.19690706785,2.148748236747931e6
República de Ururguay,Cuauhtémoc,STE Trolebús,01,485156.2642435805,2.1485686349622826e6
Vizcaínas,Cuauhtémoc,STE Trolebús,01,485124.0222934723,2.148330654586417e6
Salto del Agua,Cuauhtémoc,STE Trolebús,01,485093.47108880075,2.1481241369069056e6
Fray Servando Teresa de Mier,Cuauhtémoc,STE Trolebús,01,485033.11811545014,2.1478551180515666e6
Dr. Pascua,Cuauhtémoc,STE Trolebús,01,484969.5729731291,2.147579286320506e6
Doctores,Cuauhtémoc,STE Trolebús,01,484954.6253376661,2.1474283202697365e6
Monumento a Lázaro Cárdenas,Cuauhtémoc,STE Trolebús,01,484933.0284970915,2.14721019950149e6
Manuel José Othón,Cuauhtémoc,STE Trolebús,01,484886.3138258499,2.1467319887566976e6
Obrera,Cuauhtémoc,STE Trolebús,01,484858.0209442498,2.1464421228958312e6
Lázaro Cárdenas,Cuauhtémoc,STE Trolebús,01,484809.3777099236,2.1459370593390483e6
Viaducto,Benito Juárez,STE Trolebús,01,484758.96611600654,2.1454261886883164e6
Morena,Benito Juárez,STE Trolebús,01,484698.339241703,2.144911113188457e6
Centro SCOP,Benito Juárez,STE Trolebús,01,484658.1337681139,2.1445877597405748e6
Cumbres de Acultzingo,Benito Juárez,STE Trolebús,01,484621.470116546,2.144293768883944e6
Luz Saviñón,Benito Juárez,STE Trolebús,01,484584.9142424428,2.143997498541511e6
Cumbres de Maltrata,Benito Juárez,STE Trolebús,01,484545.9183872913,2.1436801112843035e6
Eugenia,Benito Juárez,STE Trolebús,01,484510.0184288232,2.1433509607987665e6
Ángel Urraza,Benito Juárez,STE Trolebús,01,484446.5941252008,2.1428788354176865e6
Matías Romero,Benito Juárez,STE Trolebús,01,484401.8781130231,2.142641739207921e6
Miguel Laurent,Benito Juárez,STE Trolebús,01,484306.4126602221,2.1421241238035434e6
Municipio Libre,Benito Juárez,STE Trolebús,01,484237.9244803094,2.1417270669590128e6
Emiliano Zapata,Benito Juárez,STE Trolebús,01,484174.77737816004,2.1413428317051316e6
Popocatépetl,Benito Juárez,STE Trolebús,01,484102.9091030489,2.140906034430276e6
Ajusco,Benito Juárez,STE Trolebús,01,483989.6543752721,2.1405191489628414e6
Xicoténcatl,Coyoacán,STE Trolebús,01,483997.14154498925,2.140081203047773e6
Hidalgo,Coyoacán,STE Trolebús,01,484084.6013613062,2.139755519847754e6
América,Coyoacán,STE Trolebús,01,484258.915774287,2.1391066505060736e6
Central,Coyoacán,STE Trolebús,01,484510.11504671216,2.138714340316353e6
Cerro Huitzilac,Coyoacán,STE Trolebús,01,485143.3809062552,2.1386287132023205e6
Central del Sur,Coyoacán,STE Trolebús,01,485391.0122832443,2.1385762166557335e6
Tasqueña,Coyoacán,STE Trolebús,01,485210.15122725646,2.138644434150059e6
División del Norte,Coyoacán,STE Trolebús,01,484393.60387284186,2.1387577337893303e6
América,Coyoacán,STE Trolebús,01,484302.14193503023,2.139033506185187e6
Irlanda,Coyoacán,STE Trolebús,01,484166.9117055574,2.1395371778960987e6
Xicoténcatl,Coyoacán,STE Trolebús,01,484013.8979818983,2.1401054652406992e6
Churubusco,Coyoacán,STE Trolebús,01,483956.7506313875,2.1403305604260443e6
Ajusco,Benito Juárez,STE Trolebús,01,484059.01230366953,2.140567050348912e6
Popocatepetl,Benito Juárez,STE Trolebús,01,484115.8120736607,2.1408840950323436e6
Emiliano Zapata,Benito Juárez,STE Trolebús,01,484195.3394737186,2.1413673845731425e6
Municipio Libre,Benito Juárez,STE Trolebús,01,484239.96707400685,2.1416396308576325e6
Miguel Laurent,Benito Juárez,STE Trolebús,01,484313.22935445036,2.142080438188797e6
Ángel Urraza,Benito Juárez,STE Trolebús,01,484437.9881459282,2.1427474031678704e6
Kiff,Benito Juárez,STE Trolebús,01,484486.80109995743,2.1430056067034644e6
Eugenia,Benito Juárez,STE Trolebús,01,484526.4555217327,2.143349253411373e6
Cumbres de Maltrata,Benito Juárez,STE Trolebús,01,484548.5670526691,2.143553978824334e6
Luz Saviñón,Benito Juárez,STE Trolebús,01,484579.6628333887,2.1438255503629404e6
Cumbres de Acultzingo,Benito Juárez,STE Trolebús,01,484632.5659452765,2.144250838599045e6
Centro SCOP,Benito Juárez,STE Trolebús,01,484660.1996347677,2.144474185350985e6
Morena,Benito Juárez,STE Trolebús,01,484708.211857271,2.144862951431771e6
Viaducto,Benito Juárez,STE Trolebús,01,484778.7332983713,2.145463350317037e6
Lázaro Cárdenas,Cuauhtémoc,STE Trolebús,01,484818.0809933039,2.145866265064335e6
Antonio Solís,Cuauhtémoc,STE Trolebús,01,484846.82393681095,2.1461617497318494e6
Obrera,Cuauhtémoc,STE Trolebús,01,484882.38317369035,2.1465273076046463e6
Manuel José Othón,Cuauhtémoc,STE Trolebús,01,484904.04153709405,2.146751442579989e6
Monumento a Lázaro Cárdenas,Cuauhtémoc,STE Trolebús,01,484931.1435439688,2.1470306900346205e6
Doctores,Cuauhtémoc,STE Trolebús,01,484972.27734293806,2.1474472349111144e6
Fray Servando Teresa de Mier,Cuauhtémoc,STE Trolebús,01,485033.57324420364,2.147788355654201e6
Salto del Agua,Cuauhtémoc,STE Trolebús,01,485086.7105490935,2.1480056608843855e6
Vizcaínas,Cuauhtémoc,STE Trolebús,01,485134.00647580955,2.1482788050412154e6
República De Uruguay,Cuauhtémoc,STE Trolebús,01,485167.0444818884,2.1485266096285284e6
Francisco I. Madero,Cuauhtémoc,STE Trolebús,01,485213.8737844071,2.1488508217334957e6
Bellas Artes,Cuauhtémoc,STE Trolebús,01,485260.25693643827,2.1491599393884107e6
República de Perú,Cuauhtémoc,STE Trolebús,01,485301.8825627952,2.149434462963718e6
Luna,Cuauhtémoc,STE Trolebús,01,485439.9506823124,2.1503614286225364e6
Flores Magón,Cuauhtémoc,STE Trolebús,01,485466.6893347464,2.1505309132093214e6
Manuel González,Cuauhtémoc,STE Trolebús,01,485485.12887939706,2.1510697421953417e6
Granados,Cuauhtémoc,STE Trolebús,01,485539.5767221363,2.151415144316224e6
Chopin,Cuauhtémoc,STE Trolebús,01,485558.4366843041,2.151802186978463e6
Felipe Villanueva,Cuauhtémoc,STE Trolebús,01,485574.61249427765,2.1521902597616864e6
Río Consulado,Gustavo A. Madero,STE Trolebús,01,485585.84577248426,2.1523880993299508e6
Poniente 112,Gustavo A. Madero,STE Trolebús,01,485394.126790458,2.1535456923619676e6
Velódromo,Venustiano Carranza,STE Trolebús,02,489016.885897766,2.146064987371473e6
Fernando Iglesias,Venustiano Carranza,STE Trolebús,02,488557.79337856174,2.146019643334761e6
Mixiuhca,Venustiano Carranza,STE Trolebús,02,488184.5618332371,2.146021978003754e6
Industria,Venustiano Carranza,STE Trolebús,02,487854.19809194,2.146056097717708e6
Congreso de la Unión,Venustiano Carranza,STE Trolebús,02,487261.4745136356,2.1461154803836355e6
Jamaica,Venustiano Carranza,STE Trolebús,02,487235.6796497728,2.146323055769256e6
Del Taller,Venustiano Carranza,STE Trolebús,02,487266.67056667135,2.1466004296601866e6
Torno,Venustiano Carranza,STE Trolebús,02,486955.61868336675,2.14660160229451e6
Calzada de La Viga,Venustiano Carranza,STE Trolebús,02,486605.24514019536,2.1465884992631725e6
Clavijero,Cuauhtémoc,STE Trolebús,02,486298.57112373883,2.146575511486478e6
Tlalpan,Cuauhtémoc,STE Trolebús,02,486000.1403281801,2.146566856297073e6
5 De Febrero,Cuauhtémoc,STE Trolebús,02,485629.0661886667,2.1466870319782766e6
Isabel La  Católica,Cuauhtémoc,STE Trolebús,02,485472.55620560545,2.146735881386064e6
Bolívar,Cuauhtémoc,STE Trolebús,02,485211.5494476835,2.146754596707923e6
Eje Central,Cuauhtémoc,STE Trolebús,02,484935.6084566573,2.14677438287937e6
Dr. Andrade,Cuauhtémoc,STE Trolebús,02,484638.61316353816,2.146797882952889e6
Dr. Vértiz,Cuauhtémoc,STE Trolebús,02,484478.31344372896,2.146810679619172e6
Niños Héroes,Cuauhtémoc,STE Trolebús,02,484192.5786138854,2.1468332892698445e6
Dr. Lucio,Cuauhtémoc,STE Trolebús,02,483990.01208402764,2.1468492836580668e6
Cuauhtémoc,Cuauhtémoc,STE Trolebús,02,483738.3801019666,2.1468573837440386e6
Mérida,Cuauhtémoc,STE Trolebús,02,483579.87574179476,2.1468247427341742e6
Orizaba,Cuauhtémoc,STE Trolebús,02,483329.4240848626,2.1467731668974236e6
Tonalá,Cuauhtémoc,STE Trolebús,02,483029.2531694952,2.14671135230886e6
Monterrey,Cuauhtémoc,STE Trolebús,02,482888.1896466236,2.1466823029133948e6
Insurgentes Sur,Cuauhtémoc,STE Trolebús,02,482659.1623047719,2.146810416997884e6
Álvaro Obregón,Cuauhtémoc,STE Trolebús,02,482467.7740380823,2.1469295962527073e6
Sonora,Cuauhtémoc,STE Trolebús,02,482169.6362432716,2.1468795520533742e6
Durango,Cuauhtémoc,STE Trolebús,02,481952.5198116703,2.1471453897260916e6
Chapultepec,Cuauhtémoc,STE Trolebús,02,481589.63627176854,2.1473699804695477e6
Sonora,Cuauhtémoc,STE Trolebús,02,481805.0589952976,2.147246834457086e6
Parque España,Cuauhtémoc,STE Trolebús,02,482085.5229048743,2.1469399034028947e6
Cacahuamilpa,Cuauhtémoc,STE Trolebús,02,482401.03010967816,2.146933614117189e6
Insurgentes Sur,Cuauhtémoc,STE Trolebús,02,482588.372099972,2.146838111015308e6
Querétaro,Cuauhtémoc,STE Trolebús,02,482817.1325975774,2.146696151810678e6
Tonalá,Cuauhtémoc,STE Trolebús,02,483022.1995416014,2.146607394769238e6
Orizaba,Cuauhtémoc,STE Trolebús,02,483319.9925594093,2.1466689625997385e6
Mérida,Cuauhtémoc,STE Trolebús,02,483568.54467311123,2.1467202926908336e6
Cuauhtémoc,Cuauhtémoc,STE Trolebús,02,483722.9926206927,2.1467519108466823e6
Dr. Lucio,Cuauhtémoc,STE Trolebús,02,483929.0985011857,2.1467483860156047e6
Dr. Jiménez,Cuauhtémoc,STE Trolebús,02,484253.01516628964,2.146721486410384e6
Dr. Vértiz,Cuauhtémoc,STE Trolebús,02,484405.81884050096,2.146709893166409e6
Dr. Andrade,Cuauhtémoc,STE Trolebús,02,484580.2886867078,2.1466959472203697e6
Eje Central,Cuauhtémoc,STE Trolebús,02,484867.18311675615,2.146672873628423e6
Bolívar,Cuauhtémoc,STE Trolebús,02,485153.59631135873,2.146649838740017e6
Isabel La Católica,Cuauhtémoc,STE Trolebús,02,485403.36978198367,2.1466295831332197e6
5 De Febrero,Cuauhtémoc,STE Trolebús,02,485613.12933428993,2.1466125692273406e6
José Antonio Torres,Cuauhtémoc,STE Trolebús,02,486089.8323555628,2.1464243897515363e6
Clavijero,Cuauhtémoc,STE Trolebús,02,486243.2481528252,2.1464230036666514e6
Calzada de La Viga,Cuauhtémoc,STE Trolebús,02,486473.4401714433,2.146569533679884e6
Callejón Resurrección,Venustiano Carranza,STE Trolebús,02,486753.7100199124,2.1465840137723815e6
Torno,Venustiano Carranza,STE Trolebús,02,486919.2055161218,2.1465900589452125e6
Congreso de la Unión,Venustiano Carranza,STE Trolebús,02,487188.35972550337,2.1465999223816614e6
Cucurpe,Venustiano Carranza,STE Trolebús,02,487618.7235578044,2.146628149342266e6
Aconchi,Venustiano Carranza,STE Trolebús,02,487823.0734444683,2.1466376658400665e6
Antonio Peña y Reyes,Venustiano Carranza,STE Trolebús,02,488557.77089119446,2.146558415090762e6
Fernando Iglesias,Venustiano Carranza,STE Trolebús,02,488850.76907958573,2.146526625480832e6
Retorno 39,Venustiano Carranza,STE Trolebús,02,489162.96019525075,2.1464395738468263e6
Genaro García,Venustiano Carranza,STE Trolebús,02,489364.8398300347,2.1463513431861564e6
Ramadés Treviño,Venustiano Carranza,STE Trolebús,02,489147.91496851586,2.1463319835143867e6
Museo de Transportes Eléctricos,Iztapalapa,STE Trolebús,03,486003.3667942318,2.1413782343346598e6
Plutarco Elías Calles,Iztapalapa,STE Trolebús,03,485587.1101826405,2.1414635808719974e6
Miravalle,Benito Juárez,STE Trolebús,03,485388.1741767535,2.141502143692407e6
Bélgica,Benito Juárez,STE Trolebús,03,484787.373876808,2.1416100427483395e6
Eje Central,Benito Juárez,STE Trolebús,03,484288.2958956683,2.1416935075061577e6
Tokio,Benito Juárez,STE Trolebús,03,483994.5899461707,2.141741698837451e6
Dr. Vertiz,Benito Juárez,STE Trolebús,03,483739.2372539972,2.141783538475451e6
División del Norte,Benito Juárez,STE Trolebús,03,483572.33089583874,2.1418108861471983e6
Parque de Los Venados,Benito Juárez,STE Trolebús,03,483355.4327114417,2.14184776400088e6
Cuauhtémoc,Benito Juárez,STE Trolebús,03,483158.03384412726,2.1418792018356817e6
Zapata I,Benito Juárez,STE Trolebús,03,482723.54312204,2.141848275007855e6
Zapata II,Benito Juárez,STE Trolebús,03,482654.3144837571,2.1418627484476967e6
Aniceto Ortega,Benito Juárez,STE Trolebús,03,482469.28335925034,2.1419060844602594e6
Hospital 20 De Noviembre,Benito Juárez,STE Trolebús,03,482075.7350912518,2.141997929424107e6
Moras,Benito Juárez,STE Trolebús,03,481748.9102998534,2.1420742588254353e6
Adolfo Prieto,Benito Juárez,STE Trolebús,03,481924.51521636476,2.142033242248807e6
San Francisco,Benito Juárez,STE Trolebús,03,481529.22137523454,2.142121537779996e6
Insurgentes Sur,Benito Juárez,STE Trolebús,03,481261.0004318804,2.142182272333746e6
Jerez,Benito Juárez,STE Trolebús,03,480910.61803194956,2.142268358049595e6
Poussin,Benito Juárez,STE Trolebús,03,480520.0146468448,2.1423773127113823e6
Mixcoac Norte,Benito Juárez,STE Trolebús,03,480257.89642124134,2.142456296242081e6
Mixcoac Sur,Benito Juárez,STE Trolebús,03,480260.9549918355,2.142425660020997e6
Patriotismo,Benito Juárez,STE Trolebús,03,480365.9735983376,2.1424067332606707e6
Poussin,Benito Juárez,STE Trolebús,03,480513.95864514983,2.142363892551867e6
Augusto Rodín,Benito Juárez,STE Trolebús,03,480745.76819402457,2.142296764976142e6
Santander,Benito Juárez,STE Trolebús,03,481164.7307501322,2.142191801282425e6
Insurgentes Sur,Benito Juárez,STE Trolebús,03,481244.8518541243,2.142170808769216e6
San Francisco,Benito Juárez,STE Trolebús,03,481541.0891258586,2.14210451662557e6
Moras,Benito Juárez,STE Trolebús,03,481730.98696364596,2.142062182746325e6
Hospital 20 De Noviembre,Benito Juárez,STE Trolebús,03,482034.27375601954,2.1419921291205655e6
Gabriel Mancera,Benito Juárez,STE Trolebús,03,482282.58650625567,2.141934344779283e6
Aniceto Ortega,Benito Juárez,STE Trolebús,03,482480.9463400652,2.14188787889293e6
Zapata 2,Benito Juárez,STE Trolebús,03,482633.9658768086,2.141851884446195e6
Zapata 1,Benito Juárez,STE Trolebús,03,482722.4517197048,2.1418292091436516e6
Cuauhtémoc,Benito Juárez,STE Trolebús,03,483002.14693994087,2.141690865601037e6
Uxmal,Benito Juárez,STE Trolebús,03,483249.20973097096,2.141497438470198e6
Centro de Rehabilitación,Benito Juárez,STE Trolebús,03,483403.9724315341,2.141410335452962e6
Av. México,Benito Juárez,STE Trolebús,03,482827.27642526745,2.1418040257581873e6
División del Norte,Benito Juárez,STE Trolebús,03,483642.0792838881,2.1413660397921726e6
